Train_ID,Train_Number,Train_Name,Train_Type,Source_Station,Destination_Station,Distance_KM,Service_Frequency,Zone_Code,Start_Time,End_Time
1854,13854,Chennai Vande Bharat Express,Vande Bharat,NE08,NF05,836,Daily,SR,12:16,16:38
1855,13855,Jabalpur Express Express,Express,NF03,NF08,2307,Weekly,WCR,01:51,07:03
1856,13856,Mumbai Superfast Express,Superfast,NF06,NW03,1680,Bi-weekly,WR,03:10,22:13
1857,13857,Mumbai Mail Express,Mail,NW01,NW06,1349,Daily,CR,04:07,00:00
1858,13858,Kolkata Passenger Express,Passenger,NW04,SC01,1179,Weekly,ER,09:02,08:16
1859,13859,Hajipur Vande Bharat Express,Vande Bharat,NW07,SC04,1405,Bi-weekly,ECR,22:41,21:11
1860,13860,Bhubaneswar Express Express,Express,SC02,SC07,578,Daily,ECoR,17:18,19:27
1861,13861,New Delhi Superfast Express,Superfast,SC05,SE02,545,Weekly,NR,19:33,18:27
1862,13862,Prayagraj Mail Express,Mail,SC08,SE05,372,Bi-weekly,NCR,15:07,15:25
1863,13863,Gorakhpur Passenger Express,Passenger,SE03,SE08,1916,Daily,NER,20:24,20:06
1864,13864,Guwahati Vande Bharat Express,Vande Bharat,SE06,SE03,329,Weekly,NFR,22:34,10:09
1865,13865,Jaipur Express Express,Express,SE01,SE06,750,Bi-weekly,NWR,15:49,21:24
1866,13866,Secunderabad Superfast Express,Superfast,SE04,SW01,1135,Daily,SCR,03:04,10:34
1867,13867,Bilaspur Mail Express,Mail,SE07,SW04,322,Weekly,SECR,09:38,18:56
1868,13868,Kolkata Passenger Express,Passenger,SW02,SW07,869,Bi-weekly,SER,09:52,15:16
1869,13869,Hubballi Vande Bharat Express,Vande Bharat,SW05,SR02,1669,Daily,SWR,03:26,07:59
1870,13870,Chennai Express Express,Express,SW08,SR05,161,Weekly,SR,19:16,00:39
1871,13871,Jabalpur Superfast Express,Superfast,SR03,SR08,1653,Bi-weekly,WCR,03:02,02:24
1872,13872,Mumbai Mail Express,Mail,SR06,WC03,387,Daily,WR,16:04,18:52
1873,13873,Mumbai Passenger Express,Passenger,WC01,WC06,1743,Weekly,CR,21:56,01:20
1874,13874,Kolkata Vande Bharat Express,Vande Bharat,WC04,WR01,1843,Bi-weekly,ER,07:44,17:59
1875,13875,Hajipur Express Express,Express,WC07,WR04,845,Daily,ECR,08:01,06:16
1876,13876,Bhubaneswar Superfast Express,Superfast,WR02,WR07,1131,Weekly,ECoR,09:51,17:43
1877,13877,New Delhi Mail Express,Mail,WR05,CR02,92,Bi-weekly,NR,10:43,05:25
1878,13878,Prayagraj Passenger Express,Passenger,WR08,CR05,1766,Daily,NCR,18:51,09:23
1879,13879,Gorakhpur Vande Bharat Express,Vande Bharat,CR03,CR08,967,Weekly,NER,15:25,09:10
1880,13880,Guwahati Express Express,Express,CR06,ER03,1190,Bi-weekly,NFR,05:31,20:46
1881,13881,Jaipur Superfast Express,Superfast,ER01,ER06,1189,Daily,NWR,22:58,10:45
1882,13882,Secunderabad Mail Express,Mail,ER04,EC01,874,Weekly,SCR,20:22,05:08
1883,13883,Bilaspur Passenger Express,Passenger,ER07,EC04,2034,Bi-weekly,SECR,06:48,01:30
1884,13884,Kolkata Vande Bharat Express,Vande Bharat,EC02,EC07,1072,Daily,SER,10:10,01:20
1885,13885,Hubballi Express Express,Express,EC05,EC02,1170,Weekly,SWR,18:27,05:15
1886,13886,Chennai Superfast Express,Superfast,EC08,EC05,1499,Bi-weekly,SR,10:54,10:34
1887,13887,Jabalpur Mail Express,Mail,EC03,EC08,228,Daily,WCR,04:51,07:25
1888,13888,Mumbai Passenger Express,Passenger,EC06,NR03,1449,Weekly,WR,01:30,07:08
1889,13889,Mumbai Vande Bharat Express,Vande Bharat,NR01,NR06,1050,Bi-weekly,CR,10:11,12:44
1890,13890,Kolkata Express Express,Express,NR04,NC01,700,Daily,ER,22:36,17:04
1891,13891,Hajipur Superfast Express,Superfast,NR07,NC04,1860,Weekly,ECR,07:42,18:15
1892,13892,Bhubaneswar Mail Express,Mail,NC02,NC07,681,Bi-weekly,ECoR,01:36,17:24
1893,13893,New Delhi Passenger Express,Passenger,NC05,NE02,453,Daily,NR,07:24,21:07
1894,13894,Prayagraj Vande Bharat Express,Vande Bharat,NC08,NE05,876,Weekly,NCR,14:14,20:54
1895,13895,Gorakhpur Express Express,Express,NE03,NE08,961,Bi-weekly,NER,17:45,15:11
1896,13896,Guwahati Superfast Express,Superfast,NE06,NF03,194,Daily,NFR,07:07,06:38
1897,13897,Jaipur Mail Express,Mail,NF01,NF06,1446,Weekly,NWR,04:01,05:27
1898,13898,Secunderabad Passenger Express,Passenger,NF04,NW01,1887,Bi-weekly,SCR,08:17,12:04
1899,13899,Bilaspur Vande Bharat Express,Vande Bharat,NF07,NW04,603,Daily,SECR,00:31,10:34
1900,13900,Kolkata Express Express,Express,NW02,NW07,1511,Weekly,SER,09:52,21:06
1901,13901,Hubballi Superfast Express,Superfast,NW05,SC02,2214,Bi-weekly,SWR,04:14,12:01
1902,13902,Chennai Mail Express,Mail,NW08,SC05,924,Daily,SR,04:28,18:55
1903,13903,Jabalpur Passenger Express,Passenger,SC03,SC08,572,Weekly,WCR,12:28,09:37
1904,13904,Mumbai Vande Bharat Express,Vande Bharat,SC06,SE03,2375,Bi-weekly,WR,09:03,21:55
1905,13905,Mumbai Express Express,Express,SE01,SE06,827,Daily,CR,11:51,11:28
1906,13906,Kolkata Superfast Express,Superfast,SE04,SE01,2218,Weekly,ER,19:30,03:26
1907,13907,Hajipur Mail Express,Mail,SE07,SE04,1649,Bi-weekly,ECR,06:32,15:05
1908,13908,Bhubaneswar Passenger Express,Passenger,SE02,SE07,1401,Daily,ECoR,16:12,12:42
1909,13909,New Delhi Vande Bharat Express,Vande Bharat,SE05,SW02,182,Weekly,NR,14:15,09:38
1910,13910,Prayagraj Express Express,Express,SE08,SW05,90,Bi-weekly,NCR,00:26,21:00
1911,13911,Gorakhpur Superfast Express,Superfast,SW03,SW08,1909,Daily,NER,01:29,09:28
1912,13912,Guwahati Mail Express,Mail,SW06,SR03,270,Weekly,NFR,17:16,17:39
1913,13913,Jaipur Passenger Express,Passenger,SR01,SR06,1358,Bi-weekly,NWR,07:39,22:55
1914,13914,Secunderabad Vande Bharat Express,Vande Bharat,SR04,WC01,2205,Daily,SCR,05:35,09:58
1915,13915,Bilaspur Express Express,Express,SR07,WC04,2284,Weekly,SECR,19:09,07:42
1916,13916,Kolkata Superfast Express,Superfast,WC02,WC07,1819,Bi-weekly,SER,08:08,03:41
1917,13917,Hubballi Mail Express,Mail,WC05,WR02,1133,Daily,SWR,11:48,00:45
1918,13918,Chennai Passenger Express,Passenger,WC08,WR05,716,Weekly,SR,21:57,11:18
1919,13919,Jabalpur Vande Bharat Express,Vande Bharat,WR03,WR08,620,Bi-weekly,WCR,04:59,04:26
1920,13920,Mumbai Express Express,Express,WR06,CR03,1191,Daily,WR,15:50,12:45
1921,13921,Mumbai Superfast Express,Superfast,CR01,CR06,1394,Weekly,CR,10:09,04:25
1922,13922,Kolkata Mail Express,Mail,CR04,ER01,186,Bi-weekly,ER,07:27,10:48
1923,13923,Hajipur Passenger Express,Passenger,CR07,ER04,2324,Daily,ECR,16:04,09:43
1924,13924,Bhubaneswar Vande Bharat Express,Vande Bharat,ER02,ER07,1459,Weekly,ECoR,10:26,09:34
1925,13925,New Delhi Express Express,Express,ER05,EC02,494,Bi-weekly,NR,11:12,15:51
1926,13926,Prayagraj Superfast Express,Superfast,ER08,EC05,1257,Daily,NCR,08:56,15:25
1927,13927,Gorakhpur Mail Express,Mail,EC03,EC08,146,Weekly,NER,00:13,05:43
1928,13928,Guwahati Passenger Express,Passenger,EC06,EC03,1241,Bi-weekly,NFR,22:32,20:33
1929,13929,Jaipur Vande Bharat Express,Vande Bharat,EC01,EC06,910,Daily,NWR,16:26,06:28
1930,13930,Secunderabad Express Express,Express,EC04,NR01,1622,Weekly,SCR,08:42,22:24
1931,13931,Bilaspur Superfast Express,Superfast,EC07,NR04,764,Bi-weekly,SECR,09:50,04:58
1932,13932,Kolkata Mail Express,Mail,NR02,NR07,1040,Daily,SER,19:47,18:54
1933,13933,Hubballi Passenger Express,Passenger,NR05,NC02,508,Weekly,SWR,13:05,06:02
1934,13934,Chennai Vande Bharat Express,Vande Bharat,NR08,NC05,1662,Bi-weekly,SR,13:44,04:19
1935,13935,Jabalpur Express Express,Express,NC03,NC08,1649,Daily,WCR,19:53,01:24
1936,13936,Mumbai Superfast Express,Superfast,NC06,NE03,104,Weekly,WR,18:07,18:09
1937,13937,Mumbai Mail Express,Mail,NE01,NE06,115,Bi-weekly,CR,20:26,09:38
1938,13938,Kolkata Passenger Express,Passenger,NE04,NF01,717,Daily,ER,15:25,06:23
1939,13939,Hajipur Vande Bharat Express,Vande Bharat,NE07,NF04,94,Weekly,ECR,06:35,03:07
1940,13940,Bhubaneswar Express Express,Express,NF02,NF07,1601,Bi-weekly,ECoR,09:08,17:46
1941,13941,New Delhi Superfast Express,Superfast,NF05,NW02,160,Daily,NR,04:22,16:04
1942,13942,Prayagraj Mail Express,Mail,NF08,NW05,1948,Weekly,NCR,07:07,19:05
1943,13943,Gorakhpur Passenger Express,Passenger,NW03,NW08,380,Bi-weekly,NER,21:31,10:41
1944,13944,Guwahati Vande Bharat Express,Vande Bharat,NW06,SC03,1542,Daily,NFR,14:01,12:16
1945,13945,Jaipur Express Express,Express,SC01,SC06,1953,Weekly,NWR,11:07,20:17
1946,13946,Secunderabad Superfast Express,Superfast,SC04,SE01,709,Bi-weekly,SCR,21:46,19:39
1947,13947,Bilaspur Mail Express,Mail,SC07,SE04,2192,Daily,SECR,02:35,06:23
1948,13948,Kolkata Passenger Express,Passenger,SE02,SE07,631,Weekly,SER,04:26,21:38
1949,13949,Hubballi Vande Bharat Express,Vande Bharat,SE05,SE02,890,Bi-weekly,SWR,09:31,05:31
1950,13950,Chennai Express Express,Express,SE08,SE05,1694,Daily,SR,05:35,16:31
1951,13951,Jabalpur Superfast Express,Superfast,SE03,SE08,757,Weekly,WCR,12:47,05:34
1952,13952,Mumbai Mail Express,Mail,SE06,SW03,1658,Bi-weekly,WR,07:23,20:21
1953,13953,Mumbai Passenger Express,Passenger,SW01,SW06,1467,Daily,CR,03:55,13:45
1954,13954,Kolkata Vande Bharat Express,Vande Bharat,SW04,SR01,1478,Weekly,ER,08:20,16:51
1955,13955,Hajipur Express Express,Express,SW07,SR04,376,Bi-weekly,ECR,19:49,02:06
1956,13956,Bhubaneswar Superfast Express,Superfast,SR02,SR07,1692,Daily,ECoR,19:23,14:59
1957,13957,New Delhi Mail Express,Mail,SR05,WC02,828,Weekly,NR,05:59,06:28
1958,13958,Prayagraj Passenger Express,Passenger,SR08,WC05,1105,Bi-weekly,NCR,12:16,15:41
1959,13959,Gorakhpur Vande Bharat Express,Vande Bharat,WC03,WC08,545,Daily,NER,11:03,05:59
1960,13960,Guwahati Express Express,Express,WC06,WR03,1254,Weekly,NFR,14:53,16:47
1961,13961,Jaipur Superfast Express,Superfast,WR01,WR06,1731,Bi-weekly,NWR,11:37,06:53
1962,13962,Secunderabad Mail Express,Mail,WR04,CR01,497,Daily,SCR,20:52,03:42
1963,13963,Bilaspur Passenger Express,Passenger,WR07,CR04,2376,Weekly,SECR,13:20,20:30
1964,13964,Kolkata Vande Bharat Express,Vande Bharat,CR02,CR07,362,Bi-weekly,SER,05:40,10:13
1965,13965,Hubballi Express Express,Express,CR05,ER02,1933,Daily,SWR,02:13,10:02
1966,13966,Chennai Superfast Express,Superfast,CR08,ER05,978,Weekly,SR,20:56,20:19
1967,13967,Jabalpur Mail Express,Mail,ER03,ER08,230,Bi-weekly,WCR,18:22,17:07
1968,13968,Mumbai Passenger Express,Passenger,ER06,EC03,1629,Daily,WR,13:55,02:24
1969,13969,Mumbai Vande Bharat Express,Vande Bharat,EC01,EC06,2376,Weekly,CR,08:39,03:43
1970,13970,Kolkata Express Express,Express,EC04,EC01,719,Bi-weekly,ER,13:52,15:28
1971,13971,Hajipur Superfast Express,Superfast,EC07,EC04,520,Daily,ECR,07:50,04:39
1972,13972,Bhubaneswar Mail Express,Mail,EC02,EC07,1205,Weekly,ECoR,07:42,08:17
1973,13973,New Delhi Passenger Express,Passenger,EC05,NR02,1307,Bi-weekly,NR,17:51,14:39
1974,13974,Prayagraj Vande Bharat Express,Vande Bharat,EC08,NR05,1907,Daily,NCR,06:15,11:37
1975,13975,Gorakhpur Express Express,Express,NR03,NR08,1578,Weekly,NER,03:46,08:52
1976,13976,Guwahati Superfast Express,Superfast,NR06,NC03,1760,Bi-weekly,NFR,22:37,12:11
1977,13977,Jaipur Mail Express,Mail,NC01,NC06,1004,Daily,NWR,19:22,01:14
1978,13978,Secunderabad Passenger Express,Passenger,NC04,NE01,1460,Weekly,SCR,14:59,21:31
1979,13979,Bilaspur Vande Bharat Express,Vande Bharat,NC07,NE04,1366,Bi-weekly,SECR,18:02,13:28
1980,13980,Kolkata Express Express,Express,NE02,NE07,1896,Daily,SER,18:39,15:41
1981,13981,Hubballi Superfast Express,Superfast,NE05,NF02,1425,Weekly,SWR,05:17,17:37
1982,13982,Chennai Mail Express,Mail,NE08,NF05,631,Bi-weekly,SR,20:58,14:13
1983,13983,Jabalpur Passenger Express,Passenger,NF03,NF08,2256,Daily,WCR,05:25,19:31
1984,13984,Mumbai Vande Bharat Express,Vande Bharat,NF06,NW03,643,Weekly,WR,01:21,15:42
1985,13985,Mumbai Express Express,Express,NW01,NW06,597,Bi-weekly,CR,03:42,03:03
1986,13986,Kolkata Superfast Express,Superfast,NW04,SC01,1208,Daily,ER,13:14,04:14
1987,13987,Hajipur Mail Express,Mail,NW07,SC04,875,Weekly,ECR,00:00,08:01
1988,13988,Bhubaneswar Passenger Express,Passenger,SC02,SC07,818,Bi-weekly,ECoR,13:01,14:37
1989,13989,New Delhi Vande Bharat Express,Vande Bharat,SC05,SE02,1410,Daily,NR,14:48,01:10
1990,13990,Prayagraj Express Express,Express,SC08,SE05,815,Weekly,NCR,15:52,21:34
1991,13991,Gorakhpur Superfast Express,Superfast,SE03,SE08,1031,Bi-weekly,NER,09:03,10:30
1992,13992,Guwahati Mail Express,Mail,SE06,SE03,563,Daily,NFR,17:48,06:54
1993,13993,Jaipur Passenger Express,Passenger,SE01,SE06,328,Weekly,NWR,20:46,05:39
1994,13994,Secunderabad Vande Bharat Express,Vande Bharat,SE04,SW01,800,Bi-weekly,SCR,18:09,05:18
1995,13995,Bilaspur Express Express,Express,SE07,SW04,543,Daily,SECR,07:36,14:33
1996,13996,Kolkata Superfast Express,Superfast,SW02,SW07,519,Weekly,SER,04:55,05:06
1997,13997,Hubballi Mail Express,Mail,SW05,SR02,1133,Bi-weekly,SWR,00:20,19:16
1998,13998,Chennai Passenger Express,Passenger,SW08,SR05,1712,Daily,SR,11:21,15:35
1999,13999,Jabalpur Vande Bharat Express,Vande Bharat,SR03,SR08,818,Weekly,WCR,05:55,03:57
2000,14000,Mumbai Express Express,Express,SR06,WC03,1173,Bi-weekly,WR,22:21,13:36
2001,14001,Mumbai Superfast Express,Superfast,WC01,WC06,865,Daily,CR,05:31,15:15
2002,14002,Kolkata Mail Express,Mail,WC04,WR01,1859,Weekly,ER,14:09,21:02
2003,14003,Hajipur Passenger Express,Passenger,WC07,WR04,1596,Bi-weekly,ECR,10:39,17:41
2004,14004,Bhubaneswar Vande Bharat Express,Vande Bharat,WR02,WR07,1589,Daily,ECoR,19:42,18:24
2005,14005,New Delhi Express Express,Express,WR05,CR02,550,Weekly,NR,05:36,12:04
2006,14006,Prayagraj Superfast Express,Superfast,WR08,CR05,554,Bi-weekly,NCR,22:43,17:11
2007,14007,Gorakhpur Mail Express,Mail,CR03,CR08,228,Daily,NER,06:51,11:47
2008,14008,Guwahati Passenger Express,Passenger,CR06,ER03,1209,Weekly,NFR,11:36,22:26
2009,14009,Jaipur Vande Bharat Express,Vande Bharat,ER01,ER06,1462,Bi-weekly,NWR,21:22,19:32
2010,14010,Secunderabad Express Express,Express,ER04,EC01,2119,Daily,SCR,10:37,07:38
2011,14011,Bilaspur Superfast Express,Superfast,ER07,EC04,836,Weekly,SECR,14:47,10:25
2012,14012,Kolkata Mail Express,Mail,EC02,EC07,827,Bi-weekly,SER,16:35,11:01
2013,14013,Hubballi Passenger Express,Passenger,EC05,EC02,335,Daily,SWR,00:51,19:04
2014,14014,Chennai Vande Bharat Express,Vande Bharat,EC08,EC05,187,Weekly,SR,17:31,07:36
2015,14015,Jabalpur Express Express,Express,EC03,EC08,628,Bi-weekly,WCR,04:22,20:46
2016,14016,Mumbai Superfast Express,Superfast,EC06,NR03,521,Daily,WR,12:53,21:45
2017,14017,Mumbai Mail Express,Mail,NR01,NR06,378,Weekly,CR,05:13,03:10
2018,14018,Kolkata Passenger Express,Passenger,NR04,NC01,813,Bi-weekly,ER,12:23,09:14
2019,14019,Hajipur Vande Bharat Express,Vande Bharat,NR07,NC04,430,Daily,ECR,22:35,05:48
2020,14020,Bhubaneswar Express Express,Express,NC02,NC07,2007,Weekly,ECoR,22:09,14:58
2021,14021,New Delhi Superfast Express,Superfast,NC05,NE02,1951,Bi-weekly,NR,05:53,09:29
2022,14022,Prayagraj Mail Express,Mail,NC08,NE05,1375,Daily,NCR,17:07,12:49
2023,14023,Gorakhpur Passenger Express,Passenger,NE03,NE08,1352,Weekly,NER,06:03,12:42
2024,14024,Guwahati Vande Bharat Express,Vande Bharat,NE06,NF03,1355,Bi-weekly,NFR,22:36,11:03
2025,14025,Jaipur Express Express,Express,NF01,NF06,1375,Daily,NWR,03:43,03:54
2026,14026,Secunderabad Superfast Express,Superfast,NF04,NW01,780,Weekly,SCR,09:08,04:55
2027,14027,Bilaspur Mail Express,Mail,NF07,NW04,738,Bi-weekly,SECR,11:58,14:02
2028,14028,Kolkata Passenger Express,Passenger,NW02,NW07,909,Daily,SER,08:16,05:30
2029,14029,Hubballi Vande Bharat Express,Vande Bharat,NW05,SC02,954,Weekly,SWR,06:24,07:13
2030,14030,Chennai Express Express,Express,NW08,SC05,1130,Bi-weekly,SR,21:30,13:59
2031,14031,Jabalpur Superfast Express,Superfast,SC03,SC08,1503,Daily,WCR,05:23,11:28
2032,14032,Mumbai Mail Express,Mail,SC06,SE03,426,Weekly,WR,02:20,21:43
2033,14033,Mumbai Passenger Express,Passenger,SE01,SE06,2032,Bi-weekly,CR,04:24,13:26
2034,14034,Kolkata Vande Bharat Express,Vande Bharat,SE04,SE01,1046,Daily,ER,08:03,19:55
2035,14035,Hajipur Express Express,Express,SE07,SE04,267,Weekly,ECR,09:31,18:59
2036,14036,Bhubaneswar Superfast Express,Superfast,SE02,SE07,1045,Bi-weekly,ECoR,17:56,19:17
2037,14037,New Delhi Mail Express,Mail,SE05,SW02,1976,Daily,NR,09:01,17:50
2038,14038,Prayagraj Passenger Express,Passenger,SE08,SW05,877,Weekly,NCR,10:21,02:59
2039,14039,Gorakhpur Vande Bharat Express,Vande Bharat,SW03,SW08,132,Bi-weekly,NER,12:00,15:54
2040,14040,Guwahati Express Express,Express,SW06,SR03,1572,Daily,NFR,13:49,22:51
2041,14041,Jaipur Superfast Express,Superfast,SR01,SR06,616,Weekly,NWR,12:49,06:40
2042,14042,Secunderabad Mail Express,Mail,SR04,WC01,132,Bi-weekly,SCR,20:36,17:49
2043,14043,Bilaspur Passenger Express,Passenger,SR07,WC04,587,Daily,SECR,10:51,03:49
2044,14044,Kolkata Vande Bharat Express,Vande Bharat,WC02,WC07,748,Weekly,SER,13:30,15:50
2045,14045,Hubballi Express Express,Express,WC05,WR02,889,Bi-weekly,SWR,03:25,14:45
2046,14046,Chennai Superfast Express,Superfast,WC08,WR05,1827,Daily,SR,07:56,01:07
2047,14047,Jabalpur Mail Express,Mail,WR03,WR08,137,Weekly,WCR,21:10,13:48
2048,14048,Mumbai Passenger Express,Passenger,WR06,CR03,1858,Bi-weekly,WR,21:03,09:30
2049,14049,Mumbai Vande Bharat Express,Vande Bharat,CR01,CR06,1695,Daily,CR,14:33,07:06
2050,14050,Kolkata Express Express,Express,CR04,ER01,1081,Weekly,ER,05:33,18:33
2051,14051,Hajipur Superfast Express,Superfast,CR07,ER04,1432,Bi-weekly,ECR,00:38,10:07
2052,14052,Bhubaneswar Mail Express,Mail,ER02,ER07,576,Daily,ECoR,17:55,11:58
2053,14053,New Delhi Passenger Express,Passenger,ER05,EC02,497,Weekly,NR,06:55,04:39
2054,14054,Prayagraj Vande Bharat Express,Vande Bharat,ER08,EC05,589,Bi-weekly,NCR,07:28,08:52
2055,14055,Gorakhpur Express Express,Express,EC03,EC08,2336,Daily,NER,11:31,01:14
2056,14056,Guwahati Superfast Express,Superfast,EC06,EC03,172,Weekly,NFR,19:13,07:50
2057,14057,Jaipur Mail Express,Mail,EC01,EC06,1734,Bi-weekly,NWR,14:02,12:33
2058,14058,Secunderabad Passenger Express,Passenger,EC04,NR01,820,Daily,SCR,17:55,05:19
2059,14059,Bilaspur Vande Bharat Express,Vande Bharat,EC07,NR04,827,Weekly,SECR,19:04,20:46
2060,14060,Kolkata Express Express,Express,NR02,NR07,1201,Bi-weekly,SER,13:53,17:16
2061,14061,Hubballi Superfast Express,Superfast,NR05,NC02,196,Daily,SWR,15:08,02:58
2062,14062,Chennai Mail Express,Mail,NR08,NC05,1179,Weekly,SR,14:13,02:03
2063,14063,Jabalpur Passenger Express,Passenger,NC03,NC08,902,Bi-weekly,WCR,00:25,07:31
2064,14064,Mumbai Vande Bharat Express,Vande Bharat,NC06,NE03,1447,Daily,WR,07:27,01:18
2065,14065,Mumbai Express Express,Express,NE01,NE06,2349,Weekly,CR,22:29,21:30
2066,14066,Kolkata Superfast Express,Superfast,NE04,NF01,371,Bi-weekly,ER,19:24,14:38
2067,14067,Hajipur Mail Express,Mail,NE07,NF04,794,Daily,ECR,16:30,08:17
2068,14068,Bhubaneswar Passenger Express,Passenger,NF02,NF07,1811,Weekly,ECoR,05:07,20:19
2069,14069,New Delhi Vande Bharat Express,Vande Bharat,NF05,NW02,1567,Bi-weekly,NR,16:50,14:42
2070,14070,Prayagraj Express Express,Express,NF08,NW05,2022,Daily,NCR,21:02,17:10
2071,14071,Gorakhpur Superfast Express,Superfast,NW03,NW08,2147,Weekly,NER,01:14,04:36
2072,14072,Guwahati Mail Express,Mail,NW06,SC03,89,Bi-weekly,NFR,00:30,22:31
2073,14073,Jaipur Passenger Express,Passenger,SC01,SC06,1114,Daily,NWR,15:33,08:35
2074,14074,Secunderabad Vande Bharat Express,Vande Bharat,SC04,SE01,87,Weekly,SCR,05:40,07:03
2075,14075,Bilaspur Express Express,Express,SC07,SE04,368,Bi-weekly,SECR,19:19,00:43
2076,14076,Kolkata Superfast Express,Superfast,SE02,SE07,1310,Daily,SER,10:53,07:34
2077,14077,Hubballi Mail Express,Mail,SE05,SE02,1808,Weekly,SWR,13:12,15:44
2078,14078,Chennai Passenger Express,Passenger,SE08,SE05,363,Bi-weekly,SR,03:40,02:52
2079,14079,Jabalpur Vande Bharat Express,Vande Bharat,SE03,SE08,334,Daily,WCR,22:40,10:16
2080,14080,Mumbai Express Express,Express,SE06,SW03,879,Weekly,WR,17:45,04:32
2081,14081,Mumbai Superfast Express,Superfast,SW01,SW06,2383,Bi-weekly,CR,05:41,03:50
2082,14082,Kolkata Mail Express,Mail,SW04,SR01,474,Daily,ER,06:27,08:10
2083,14083,Hajipur Passenger Express,Passenger,SW07,SR04,1567,Weekly,ECR,00:59,01:20
2084,14084,Bhubaneswar Vande Bharat Express,Vande Bharat,SR02,SR07,2237,Bi-weekly,ECoR,03:04,17:04
2085,14085,New Delhi Express Express,Express,SR05,WC02,2167,Daily,NR,10:52,05:08
2086,14086,Prayagraj Superfast Express,Superfast,SR08,WC05,2313,Weekly,NCR,17:54,07:24
2087,14087,Gorakhpur Mail Express,Mail,WC03,WC08,1419,Bi-weekly,NER,10:14,08:36
2088,14088,Guwahati Passenger Express,Passenger,WC06,WR03,167,Daily,NFR,07:17,01:07
2089,14089,Jaipur Vande Bharat Express,Vande Bharat,WR01,WR06,1229,Weekly,NWR,02:20,12:52
2090,14090,Secunderabad Express Express,Express,WR04,CR01,309,Bi-weekly,SCR,09:06,09:28
2091,14091,Bilaspur Superfast Express,Superfast,WR07,CR04,1934,Daily,SECR,10:56,03:03
2092,14092,Kolkata Mail Express,Mail,CR02,CR07,90,Weekly,SER,08:11,02:14
2093,14093,Hubballi Passenger Express,Passenger,CR05,ER02,2341,Bi-weekly,SWR,18:01,21:12
2094,14094,Chennai Vande Bharat Express,Vande Bharat,CR08,ER05,1021,Daily,SR,07:24,17:42
2095,14095,Jabalpur Express Express,Express,ER03,ER08,1458,Weekly,WCR,14:43,04:23
2096,14096,Mumbai Superfast Express,Superfast,ER06,EC03,329,Bi-weekly,WR,16:26,14:33
2097,14097,Mumbai Mail Express,Mail,EC01,EC06,714,Daily,CR,03:58,06:06
2098,14098,Kolkata Passenger Express,Passenger,EC04,EC01,789,Weekly,ER,20:15,22:27
2099,14099,Hajipur Vande Bharat Express,Vande Bharat,EC07,EC04,2079,Bi-weekly,ECR,15:02,11:25
2100,14100,Bhubaneswar Express Express,Express,EC02,EC07,547,Daily,ECoR,12:06,16:49
2101,14101,New Delhi Superfast Express,Superfast,EC05,NR02,294,Weekly,NR,11:39,01:23
2102,14102,Prayagraj Mail Express,Mail,EC08,NR05,678,Bi-weekly,NCR,00:48,10:45
2103,14103,Gorakhpur Passenger Express,Passenger,NR03,NR08,1442,Daily,NER,20:59,13:21
2104,14104,Guwahati Vande Bharat Express,Vande Bharat,NR06,NC03,1061,Weekly,NFR,18:25,11:11
2105,14105,Jaipur Express Express,Express,NC01,NC06,2376,Bi-weekly,NWR,14:19,13:24
2106,14106,Secunderabad Superfast Express,Superfast,NC04,NE01,439,Daily,SCR,20:53,19:22
2107,14107,Bilaspur Mail Express,Mail,NC07,NE04,674,Weekly,SECR,01:43,07:53
2108,14108,Kolkata Passenger Express,Passenger,NE02,NE07,2098,Bi-weekly,SER,02:55,03:29
2109,14109,Hubballi Vande Bharat Express,Vande Bharat,NE05,NF02,1179,Daily,SWR,21:39,20:35
2110,14110,Chennai Express Express,Express,NE08,NF05,1994,Weekly,SR,19:51,09:22
2111,14111,Jabalpur Superfast Express,Superfast,NF03,NF08,2364,Bi-weekly,WCR,17:55,13:55
2112,14112,Mumbai Mail Express,Mail,NF06,NW03,1749,Daily,WR,17:10,13:43
2113,14113,Mumbai Passenger Express,Passenger,NW01,NW06,1845,Weekly,CR,22:19,06:58
2114,14114,Kolkata Vande Bharat Express,Vande Bharat,NW04,SC01,2367,Bi-weekly,ER,04:22,21:11
2115,14115,Hajipur Express Express,Express,NW07,SC04,1896,Daily,ECR,02:10,18:36
2116,14116,Bhubaneswar Superfast Express,Superfast,SC02,SC07,1367,Weekly,ECoR,19:18,11:36
2117,14117,New Delhi Mail Express,Mail,SC05,SE02,1796,Bi-weekly,NR,07:38,10:32
2118,14118,Prayagraj Passenger Express,Passenger,SC08,SE05,2081,Daily,NCR,09:40,21:45
2119,14119,Gorakhpur Vande Bharat Express,Vande Bharat,SE03,SE08,2373,Weekly,NER,13:16,22:38
2120,14120,Guwahati Express Express,Express,SE06,SE03,640,Bi-weekly,NFR,07:15,19:05
2121,14121,Jaipur Superfast Express,Superfast,SE01,SE06,1796,Daily,NWR,12:04,14:45
2122,14122,Secunderabad Mail Express,Mail,SE04,SW01,1764,Weekly,SCR,12:20,03:00
2123,14123,Bilaspur Passenger Express,Passenger,SE07,SW04,914,Bi-weekly,SECR,14:02,22:35
2124,14124,Kolkata Vande Bharat Express,Vande Bharat,SW02,SW07,763,Daily,SER,22:11,22:16
